Status,Sample File,Sample Name,Comments,Analysis Method,Panel,Size Standard,Run Name,REF,SQI,SFNF,SQ,UD1,UD2,UD3,Plate,Lane, Well,Marker,Allele 1,Allele 2,Allele 3,Allele 4,Allele 5,Allele 6,Size 1,Size 2,Size 3,Size 4,Size 5,Size 6
TRUE,PI_588817-05_McR_K03.fsa,PI_588817-05_McR,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,398_,A01,014_,Apple2019_Box5-6_Plate1-2_PM1r,6,K03,,,,,,,,,,,,,
TRUE,PI_588953-14_BD_K08.fsa,PI_588953-14_BD,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,510_,A02,030_,Apple2019_Box5-6_Plate1-2_PM1r,22,K08,,,,,,,,,,,,,
TRUE,PI_589323_07_Paradiso_K15.fsa,PI_589323_07_Paradiso,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,446_,A01,062_,Apple2019_Box5-6_Plate1-2_PM1r,54,K15,,,,,,,,,,,,,
TRUE,Box3-E9-RA_25-17_L01.fsa,Box3-E9-RA_25-17,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,678_,B02,006_,Apple2019_Box5-6_Plate1-2_PM1r,5,L01,,,,,,,,,,,,,
TRUE,Box2-D3-KNK_05-9_L02.fsa,Box2-D3-KNK_05-9,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,582_,B01,006_,Apple2019_Box5-6_Plate1-2_PM1r,5,L02,,,,,,,,,,,,,
TRUE,Box3-F1-RA_25-12_L03.fsa,Box3-F1-RA_25-12,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,686_,B02,014_,Apple2019_Box5-6_Plate1-2_PM1r,6,L03,,,,,,,,,,,,,
TRUE,Box2-D4-PR_09-1_L04.fsa,Box2-D4-PR_09-1,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,590_,B01,014_,Apple2019_Box5-6_Plate1-2_PM1r,6,L04,,,,,,,,,,,,,
TRUE,Box3-F2-KN_12-24_L05.fsa,Box3-F2-KN_12-24,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,694_,B02,022_,Apple2019_Box5-6_Plate1-2_PM1r,21,L05,,,,,,,,,,,,,
TRUE,Box2-D5-PR_09-3_L06.fsa,Box2-D5-PR_09-3,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,598_,B01,022_,Apple2019_Box5-6_Plate1-2_PM1r,21,L06,,,,,,,,,,,,,
TRUE,Box3-F3-PR_23-4_L07.fsa,Box3-F3-PR_23-4,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,702_,B02,030_,Apple2019_Box5-6_Plate1-2_PM1r,22,L07,,,,,,,,,,,,,
TRUE,Box2-D6-RA_25-20_L08.fsa,Box2-D6-RA_25-20,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,606_,B01,030_,Apple2019_Box5-6_Plate1-2_PM1r,22,L08,,,,,,,,,,,,,
TRUE,Box3-F4-KN_12-04_L09.fsa,Box3-F4-KN_12-04,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,710_,B02,038_,Apple2019_Box5-6_Plate1-2_PM1r,37,L09,,,,,,,,,,,,,
TRUE,Box2-D7-RA_11-6_L10.fsa,Box2-D7-RA_11-6,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,614_,B01,038_,Apple2019_Box5-6_Plate1-2_PM1r,37,L10,,,,,,,,,,,,,
TRUE,Box3-F5-PR_23-9_L11.fsa,Box3-F5-PR_23-9,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,718_,B02,046_,Apple2019_Box5-6_Plate1-2_PM1r,38,L11,,,,,,,,,,,,,
TRUE,Box2-D8-PR_23-5_L12.fsa,Box2-D8-PR_23-5,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,622_,B01,046_,Apple2019_Box5-6_Plate1-2_PM1r,38,L12,,,,,,,,,,,,,
TRUE,Box3-F6-KN_19-17_L13.fsa,Box3-F6-KN_19-17,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,726_,B02,054_,Apple2019_Box5-6_Plate1-2_PM1r,53,L13,,,,,,,,,,,,,
TRUE,Box2-D9-RA_01-7_L14.fsa,Box2-D9-RA_01-7,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,630_,B01,054_,Apple2019_Box5-6_Plate1-2_PM1r,53,L14,,,,,,,,,,,,,
TRUE,Box3-F7-RA_11-7_L15.fsa,Box3-F7-RA_11-7,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,734_,B02,062_,Apple2019_Box5-6_Plate1-2_PM1r,54,L15,,,,,,,,,,,,,
TRUE,Box2-E1-KL_28-8_L16.fsa,Box2-E1-KL_28-8,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,638_,B01,062_,Apple2019_Box5-6_Plate1-2_PM1r,54,L16,,,,,,,,,,,,,
TRUE,Box3-F8-KN_12-03_L17.fsa,Box3-F8-KN_12-03,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,742_,B02,070_,Apple2019_Box5-6_Plate1-2_PM1r,69,L17,,,,,,,,,,,,,
TRUE,Box2-E2-KN_12-32_L18.fsa,Box2-E2-KN_12-32,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,646_,B01,070_,Apple2019_Box5-6_Plate1-2_PM1r,69,L18,,,,,,,,,,,,,
TRUE,Box3-F9-KN_12-2_L19.fsa,Box3-F9-KN_12-2,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,750_,B02,078_,Apple2019_Box5-6_Plate1-2_PM1r,70,L19,,,,,,,,,,,,,
TRUE,Box2-E3-RA_11-5_L20.fsa,Box2-E3-RA_11-5,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,654_,B01,078_,Apple2019_Box5-6_Plate1-2_PM1r,70,L20,,,,,,,,,,,,,
TRUE,Box3-G1-KL_12-4_L21.fsa,Box3-G1-KL_12-4,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,758_,B02,086_,Apple2019_Box5-6_Plate1-2_PM1r,85,L21,,,,,,,,,,,,,
TRUE,Box2-E4-RA_25-13_L22.fsa,Box2-E4-RA_25-13,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,662_,B01,086_,Apple2019_Box5-6_Plate1-2_PM1r,85,L22,,,,,,,,,,,,,
TRUE,Box3-G2-RA_25-1_L23.fsa,Box3-G2-RA_25-1,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,766_,B02,094_,Apple2019_Box5-6_Plate1-2_PM1r,86,L23,,,,,,,,,,,,,
TRUE,Box2-E5-PR_23-8_L24.fsa,Box2-E5-PR_23-8,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,670_,B01,094_,Apple2019_Box5-6_Plate1-2_PM1r,86,L24,,,,,,,,,,,,,
TRUE,PI_588953-14_BD_M03.fsa,PI_588953-14_BD,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,399_,A01,015_,Apple2019_Box5-6_Plate1-2_PM1r,4,M03,,,,,,,,,,,,,
TRUE,UWY_16_Yell_Trans_M08.fsa,UWY_16_Yell_Trans,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,511_,A02,031_,Apple2019_Box5-6_Plate1-2_PM1r,20,M08,,,,,,,,,,,,,
TRUE,PI_589907_06_TranscendentCrab_M15.fsa,PI_589907_06_TranscendentCrab,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,447_,A01,063_,Apple2019_Box5-6_Plate1-2_PM1r,52,M15,,,,,,,,,,,,,
TRUE,Box3-G3-KN_12-35_N01.fsa,Box3-G3-KN_12-35,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,679_,B02,007_,Apple2019_Box5-6_Plate1-2_PM1r,3,N01,,,,,,,,,,,,,
TRUE,Box2-E6-KNK_05-5_N02.fsa,Box2-E6-KNK_05-5,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,583_,B01,007_,Apple2019_Box5-6_Plate1-2_PM1r,3,N02,,,,,,,,,,,,,
TRUE,Box3-G4-RA_18-11_N03.fsa,Box3-G4-RA_18-11,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,687_,B02,015_,Apple2019_Box5-6_Plate1-2_PM1r,4,N03,,,,,,,,,,,,,
TRUE,Box2-E7-KN_12-10_N04.fsa,Box2-E7-KN_12-10,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,591_,B01,015_,Apple2019_Box5-6_Plate1-2_PM1r,4,N04,,,,,,,,,,,,,
TRUE,Box3-G5-KNK_05-7_N05.fsa,Box3-G5-KNK_05-7,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,695_,B02,023_,Apple2019_Box5-6_Plate1-2_PM1r,19,N05,,,,,,,,,,,,,
TRUE,Box2-E8-KL_12-5_N06.fsa,Box2-E8-KL_12-5,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,599_,B01,023_,Apple2019_Box5-6_Plate1-2_PM1r,19,N06,,,,,,,,,,,,,
TRUE,Box3-G6-KN_19-02_N07.fsa,Box3-G6-KN_19-02,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,703_,B02,031_,Apple2019_Box5-6_Plate1-2_PM1r,20,N07,,,,,,,,,,,,,
TRUE,Box2-E9-PR_16-8_N08.fsa,Box2-E9-PR_16-8,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,607_,B01,031_,Apple2019_Box5-6_Plate1-2_PM1r,20,N08,,,,,,,,,,,,,
TRUE,Box3-G7-KN_19-16_N09.fsa,Box3-G7-KN_19-16,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,711_,B02,039_,Apple2019_Box5-6_Plate1-2_PM1r,35,N09,,,,,,,,,,,,,
TRUE,Box2-F1-RA_25-19_N10.fsa,Box2-F1-RA_25-19,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,615_,B01,039_,Apple2019_Box5-6_Plate1-2_PM1r,35,N10,,,,,,,,,,,,,
TRUE,Box3-G8-RA_18-4_N11.fsa,Box3-G8-RA_18-4,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,719_,B02,047_,Apple2019_Box5-6_Plate1-2_PM1r,36,N11,,,,,,,,,,,,,
TRUE,Box2-F2-PR_09-2_N12.fsa,Box2-F2-PR_09-2,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,623_,B01,047_,Apple2019_Box5-6_Plate1-2_PM1r,36,N12,,,,,,,,,,,,,
TRUE,PI_590184-17_GD_N13.fsa,PI_590184-17_GD,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,727_,B02,055_,Apple2019_Box5-6_Plate1-2_PM1r,51,N13,,,,,,,,,,,,,
TRUE,Box2-F3-KN_12-25_N14.fsa,Box2-F3-KN_12-25,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,631_,B01,055_,Apple2019_Box5-6_Plate1-2_PM1r,51,N14,,,,,,,,,,,,,
TRUE,PI_590185-12_Jon_N15.fsa,PI_590185-12_Jon,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,735_,B02,063_,Apple2019_Box5-6_Plate1-2_PM1r,52,N15,,,,,,,,,,,,,
TRUE,Box2-F4-RA_25-18_N16.fsa,Box2-F4-RA_25-18,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,639_,B01,063_,Apple2019_Box5-6_Plate1-2_PM1r,52,N16,,,,,,,,,,,,,
TRUE,PI_247021-04_Coxs_N17.fsa,PI_247021-04_Coxs,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,743_,B02,071_,Apple2019_Box5-6_Plate1-2_PM1r,67,N17,,,,,,,,,,,,,
TRUE,Box2-F5-PR_16-6_N18.fsa,Box2-F5-PR_16-6,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,647_,B01,071_,Apple2019_Box5-6_Plate1-2_PM1r,67,N18,,,,,,,,,,,,,
TRUE,PI_588850-11_RBL_N19.fsa,PI_588850-11_RBL,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,751_,B02,079_,Apple2019_Box5-6_Plate1-2_PM1r,68,N19,,,,,,,,,,,,,
TRUE,Box2-F6-KNK_05-10_N20.fsa,Box2-F6-KNK_05-10,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,655_,B01,079_,Apple2019_Box5-6_Plate1-2_PM1r,68,N20,,,,,,,,,,,,,
TRUE,PI_588817-05_McR_N21.fsa,PI_588817-05_McR,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,759_,B02,087_,Apple2019_Box5-6_Plate1-2_PM1r,83,N21,,,,,,,,,,,,,
TRUE,Box2-F7-PR_16-1_N22.fsa,Box2-F7-PR_16-1,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,663_,B01,087_,Apple2019_Box5-6_Plate1-2_PM1r,83,N22,,,,,,,,,,,,,
TRUE,PI_588953-14_BD_N23.fsa,PI_588953-14_BD,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,767_,B02,095_,Apple2019_Box5-6_Plate1-2_PM1r,84,N23,,,,,,,,,,,,,
TRUE,Box2-F8-KN_12-5_N24.fsa,Box2-F8-KN_12-5,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,671_,B01,095_,Apple2019_Box5-6_Plate1-2_PM1r,84,N24,,,,,,,,,,,,,
TRUE,UWY_18_Wealthy_O08.fsa,UWY_18_Wealthy,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,512_,A02,032_,Apple2019_Box5-6_Plate1-2_PM1r,18,O08,,,,,,,,,,,,,
TRUE,PI_588880_12_GrannySmith_O15.fsa,PI_588880_12_GrannySmith,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,448_,A01,064_,Apple2019_Box5-6_Plate1-2_PM1r,50,O15,,,,,,,,,,,,,
TRUE,Box3-G9-KNK_05-12_P01.fsa,Box3-G9-KNK_05-12,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,680_,B02,008_,Apple2019_Box5-6_Plate1-2_PM1r,1,P01,,,,,,,,,,,,,
TRUE,Box2-F9-RA_11-1_P02.fsa,Box2-F9-RA_11-1,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,584_,B01,008_,Apple2019_Box5-6_Plate1-2_PM1r,1,P02,,,,,,,,,,,,,
TRUE,Box3-H1-RA_18-5_P03.fsa,Box3-H1-RA_18-5,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,688_,B02,016_,Apple2019_Box5-6_Plate1-2_PM1r,2,P03,,,,,,,,,,,,,
TRUE,Box2-G1-KN_19-35_P04.fsa,Box2-G1-KN_19-35,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,592_,B01,016_,Apple2019_Box5-6_Plate1-2_PM1r,2,P04,,,,,,,,,,,,,
TRUE,Box3-H2-PR_30-3_P05.fsa,Box3-H2-PR_30-3,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,696_,B02,024_,Apple2019_Box5-6_Plate1-2_PM1r,17,P05,,,,,,,,,,,,,
TRUE,Box2-G2-PR_30-9_P06.fsa,Box2-G2-PR_30-9,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,600_,B01,024_,Apple2019_Box5-6_Plate1-2_PM1r,17,P06,,,,,,,,,,,,,
TRUE,Box3-H3-PR_30-16_P07.fsa,Box3-H3-PR_30-16,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,704_,B02,032_,Apple2019_Box5-6_Plate1-2_PM1r,18,P07,,,,,,,,,,,,,
TRUE,Box2-G3-PR_16-5_P08.fsa,Box2-G3-PR_16-5,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,608_,B01,032_,Apple2019_Box5-6_Plate1-2_PM1r,18,P08,,,,,,,,,,,,,
TRUE,Box3-H4-KL_28-11_P09.fsa,Box3-H4-KL_28-11,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,712_,B02,040_,Apple2019_Box5-6_Plate1-2_PM1r,33,P09,,,,,,,,,,,,,
TRUE,Box2-G4-KN_19-07_P10.fsa,Box2-G4-KN_19-07,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,616_,B01,040_,Apple2019_Box5-6_Plate1-2_PM1r,33,P10,,,,,,,,,,,,,
TRUE,Box3-H5-RA_25-22_P11.fsa,Box3-H5-RA_25-22,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,720_,B02,048_,Apple2019_Box5-6_Plate1-2_PM1r,34,P11,,,,,,,,,,,,,
TRUE,Box2-G5-KNK_05-6_P12.fsa,Box2-G5-KNK_05-6,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,624_,B01,048_,Apple2019_Box5-6_Plate1-2_PM1r,34,P12,,,,,,,,,,,,,
TRUE,Box3-H6-PR_30-15_P13.fsa,Box3-H6-PR_30-15,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,728_,B02,056_,Apple2019_Box5-6_Plate1-2_PM1r,49,P13,,,,,,,,,,,,,
TRUE,PI_590184-17_GD_P14.fsa,PI_590184-17_GD,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,632_,B01,056_,Apple2019_Box5-6_Plate1-2_PM1r,49,P14,,,,,,,,,,,,,
TRUE,Box3-H7-KN_19-31_P15.fsa,Box3-H7-KN_19-31,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,736_,B02,064_,Apple2019_Box5-6_Plate1-2_PM1r,50,P15,,,,,,,,,,,,,
TRUE,PI_590185-12_Jon_P16.fsa,PI_590185-12_Jon,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,640_,B01,064_,Apple2019_Box5-6_Plate1-2_PM1r,50,P16,,,,,,,,,,,,,
TRUE,Box3-H8-PR_30-1_P17.fsa,Box3-H8-PR_30-1,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,744_,B02,072_,Apple2019_Box5-6_Plate1-2_PM1r,65,P17,,,,,,,,,,,,,
TRUE,PI_247021-04_Coxs_P18.fsa,PI_247021-04_Coxs,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,648_,B01,072_,Apple2019_Box5-6_Plate1-2_PM1r,65,P18,,,,,,,,,,,,,
TRUE,Box3-H9-KN_12-31_P19.fsa,Box3-H9-KN_12-31,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,752_,B02,080_,Apple2019_Box5-6_Plate1-2_PM1r,66,P19,,,,,,,,,,,,,
TRUE,PI_588850-11_RBL_P20.fsa,PI_588850-11_RBL,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,656_,B01,080_,Apple2019_Box5-6_Plate1-2_PM1r,66,P20,,,,,,,,,,,,,
TRUE,Box3-I1-PR_30-11_P21.fsa,Box3-I1-PR_30-11,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,760_,B02,088_,Apple2019_Box5-6_Plate1-2_PM1r,81,P21,,,,,,,,,,,,,
TRUE,PI_588817-05_McR_P22.fsa,PI_588817-05_McR,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,664_,B01,088_,Apple2019_Box5-6_Plate1-2_PM1r,81,P22,,,,,,,,,,,,,
TRUE,Box3-I2-PR_30-4_P23.fsa,Box3-I2-PR_30-4,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,768_,B02,096_,Apple2019_Box5-6_Plate1-2_PM1r,82,P23,,,,,,,,,,,,,
TRUE,PI_588953-14_BD_P24.fsa,PI_588953-14_BD,None,CU_2019,PM_1_GD12_2019,GS500(-250)LIZ,Apple2019_Box5-6_Plate1-2_PM1r_2019-06-18_1,FALSE,FALSE,0,0.81,672_,B01,096_,Apple2019_Box5-6_Plate1-2_PM1r,82,P24,,,,,,,,,,,,,
